ticker,market,currency,price,day_chg,ytd_chg,ret_1m,ret_3m,ret_6m,ret_1y,high_52w,low_52w,from_ath,rsi,vol_ratio,ma5,ma10,ma20,ma50,ma200,score,name
4971.T,JP,JPY,9230.0,11.07,78.19,31.86,62.79,126.76,321.36,9230.0,2190.52,0.0,77.7,2.0,8646.0,8465.0,7747.5,7276.6,4896.66,105,MEC COMPANY LTD
4062.T,JP,JPY,12540.0,12.62,75.4,51.83,51.56,146.06,566.88,12540.0,1880.4,0.0,79.0,1.77,11002.0,10249.8,9423.25,8876.16,6134.6,103,IBIDEN CO LTD
SNDK,US,USD,989.9000244140625,6.16,259.65,64.12,110.26,492.58,2913.39,989.9,32.11,0.0,74.4,0.7,943.58,934.7,824.24,715.87,327.0,100,Sandisk Corporation
9519.T,JP,JPY,1059.0,7.19,60.7,32.21,45.47,14.98,64.44,1079.0,623.0,-1.85,65.2,1.32,1001.8,1019.5,963.05,831.48,797.55,100,RENOVA INC
5803.T,JP,JPY,6037.0,2.44,97.24,31.67,103.18,111.57,655.81,6037.0,798.74,0.0,71.0,0.74,5866.6,5836.2,5240.8,4597.69,3040.72,98,FUJIKURA
INTC,US,USD,82.54000091552734,23.6,109.6,87.17,94.26,116.3,311.67,82.54,19.31,0.0,87.7,2.32,69.31,67.75,59.55,51.03,38.45,98,Intel Corporation
ARM,US,USD,234.80999755859375,14.76,104.66,51.69,104.66,40.94,107.17,234.81,104.55,0.0,92.4,2.42,197.32,179.38,163.53,141.65,139.79,98,Arm Holdings plc
7220.T,JP,JPY,4800.0,5.38,86.13,63.54,72.55,53.16,112.52,4800.0,2216.67,0.0,92.5,1.85,4193.0,3666.5,3256.25,2917.63,3032.68,96,MUSASHI SEIMITSU IND
CIEN,US,USD,520.7999877929688,0.96,111.66,34.23,124.26,201.77,689.81,520.8,65.94,0.0,74.1,0.53,508.96,497.03,467.39,396.29,226.52,95,Ciena Corporation
4022.T,JP,JPY,2059.0,20.06,69.91,29.76,43.3,100.24,292.1,2080.21,519.29,-1.02,68.1,2.71,1815.0,1816.7,1713.4,1770.34,1220.85,95,RASA INDUSTRIES
6707.T,JP,JPY,9706.0,6.69,63.95,30.02,39.51,34.17,55.99,9706.0,4972.0,0.0,74.9,1.45,9085.6,8773.9,8463.8,7835.94,7385.69,95,SANKEN ELECTRIC CO
429A.T,JP,JPY,3980.0,8.74,31.87,45.95,32.95,11.28,20.17,3980.0,2695.64,0.0,71.1,1.16,3799.0,3749.0,3469.95,3184.43,0.0,93,TEKSCEND PHOTOMASK CORP.
AMD,US,USD,347.80999755859375,13.91,55.64,70.69,38.4,48.01,259.87,347.81,96.06,0.0,97.4,2.08,303.21,283.27,250.85,221.57,206.6,93,"Advanced Micro Devices, Inc."
6997.T,JP,JPY,2295.0,2.32,54.82,60.04,48.22,50.42,147.03,2450.0,929.04,-6.33,79.5,1.38,2345.2,2199.3,1863.8,1699.2,1468.63,92,NIPPON CHEMI-CON CORP
2371.T,JP,JPY,2750.0,4.92,22.19,38.92,23.93,8.14,13.06,2881.74,1552.89,-4.57,70.9,5.21,2349.2,2231.6,2188.25,1940.31,2330.09,92,KAKAKU.COM. INC
6976.T,JP,JPY,6508.0,4.83,79.14,59.51,83.74,77.83,214.09,6508.0,2071.99,0.0,85.6,1.3,6254.8,5991.4,5183.45,4638.77,3588.7,91,TAIYO YUDEN CO LTD
TER,US,USD,418.0799865722656,4.26,101.51,40.61,80.48,188.59,444.13,418.08,73.51,0.0,91.6,1.18,391.88,380.63,351.15,325.49,202.79,91,"Teradyne, Inc."
MPWR,US,USD,1632.06005859375,2.51,74.66,54.53,53.1,52.98,181.72,1632.06,579.32,0.0,95.0,1.22,1553.02,1472.49,1323.99,1197.37,991.63,91,"Monolithic Power Systems, Inc."
6981.T,JP,JPY,4936.0,2.56,49.43,32.87,49.34,70.2,134.92,4936.0,1894.56,0.0,81.9,0.97,4841.6,4661.9,4211.45,3891.9,3078.09,91,MURATA MANUFACTURING CO
TXN,US,USD,277.1400146484375,-1.8,57.14,43.29,41.89,63.45,75.54,282.23,152.34,-1.8,91.1,1.9,252.51,236.73,218.36,209.65,190.05,91,Texas Instruments Incorporated
6800.T,JP,JPY,4635.0,1.76,108.93,51.32,104.36,208.64,305.17,4690.0,1143.97,-1.17,85.5,1.97,4640.0,4327.0,3826.15,3389.53,2176.77,91,YOKOWO CO LTD
FIX,US,USD,1726.1199951171875,-2.69,72.08,27.05,53.17,109.46,335.55,1773.91,393.29,-2.69,78.8,2.12,1715.75,1676.25,1558.93,1461.01,1018.71,90,"Comfort Systems USA, Inc."
6516.T,JP,JPY,5640.0,8.67,34.75,26.36,30.87,61.31,91.18,5640.0,2950.05,0.0,77.8,3.52,5314.0,5233.0,4933.0,4804.04,3923.9,90,SANYO DENKI CO
6264.T,JP,JPY,1985.0,9.49,69.43,28.69,45.42,103.56,263.03,1985.0,546.79,0.0,71.7,1.31,1805.0,1826.0,1695.55,1703.58,1140.16,90,MARUMAE CO.LTD
6961.T,JP,JPY,16860.0,1.57,78.49,34.4,76.99,168.58,334.47,17590.0,3628.51,-4.15,74.7,0.68,17042.0,16612.0,14803.0,14533.51,8988.67,89,ENPLAS CORP
GEV,US,USD,1149.18994140625,-0.03,69.34,31.62,72.66,93.35,209.25,1149.53,369.25,-0.03,91.5,1.32,1081.55,1035.34,969.68,896.21,694.65,88,GE Vernova Inc.
GLW,US,USD,175.88999938964844,3.77,94.35,29.98,85.59,105.99,304.12,175.89,43.45,0.0,78.8,0.92,169.0,169.17,159.22,146.1,97.31,88,Corning Incorporated
WDC,US,USD,404.0,0.22,115.34,47.8,67.82,221.76,894.96,404.0,40.45,0.0,95.1,0.78,390.83,376.97,339.81,304.24,182.22,88,Western Digital Corporation
MRVL,US,USD,164.30999755859375,-0.76,84.04,68.3,101.04,98.76,179.62,165.56,56.16,-0.76,95.7,1.22,157.27,145.91,126.8,101.73,86.15,88,"Marvell Technology, Inc."
STX,US,USD,586.25,-0.23,104.24,54.77,63.91,160.07,618.02,587.62,80.56,-0.23,87.1,0.77,570.68,549.93,495.41,437.54,292.61,88,Seagate Technology Holdings PLC
6235.T,JP,JPY,3925.0,-0.25,104.75,40.28,86.46,131.67,194.31,3935.0,1333.65,-0.25,81.4,1.26,3710.0,3642.5,3246.25,3004.42,2050.32,88,OPTORUN CO LTD
6387.T,JP,JPY,10860.0,-1.63,137.9,27.76,121.41,173.55,395.96,11040.0,2189.67,-1.63,73.9,1.63,10264.0,10077.0,9347.0,7725.6,4730.1,88,SAMCO INC
LITE,US,USD,881.6400146484375,4.1,128.34,28.0,165.19,423.23,1369.4,897.3,59.04,-1.75,62.7,0.7,866.83,866.74,829.74,734.9,359.57,88,Lumentum Holdings Inc.
KLAC,US,USD,1935.0,6.59,52.03,33.34,25.57,67.45,180.69,1935.0,671.22,0.0,85.5,1.38,1830.64,1799.23,1677.65,1557.13,1236.71,88,KLA Corporation
5074.T,JP,JPY,712.0,-2.06,99.44,22.76,83.51,87.37,128.97,727.0,295.21,-2.06,61.2,1.63,698.6,663.9,636.15,605.64,430.74,88,TESS HOLDINGS CO LTD
6723.T,JP,JPY,3141.0,-4.82,41.17,33.4,24.97,65.96,90.55,3300.0,1640.97,-4.82,77.0,2.49,3117.1,2908.1,2641.15,2664.33,2138.54,86,RENESAS ELECTRONICS CORP
MU,US,USD,496.7200012207031,3.11,57.55,39.8,27.72,140.5,524.1,496.72,76.7,0.0,85.2,0.78,472.74,462.45,418.97,414.7,266.83,86,"Micron Technology, Inc."
6999.T,JP,JPY,2011.0,-0.74,46.51,30.84,35.19,64.82,154.82,2060.0,786.24,-2.38,82.4,1.69,2033.6,1960.3,1771.25,1733.95,1345.51,86,KOA CORPORATION
ANET,US,USD,176.91000366210938,2.53,32.42,44.36,23.09,15.81,127.07,177.73,77.91,-0.46,91.5,0.85,173.38,165.29,148.12,139.68,136.0,86,"Arista Networks, Inc."
VRT,US,USD,323.4599914550781,0.53,84.24,28.15,78.52,76.67,272.47,323.46,85.27,0.0,77.9,0.95,315.44,309.03,286.58,268.0,187.08,85,"Vertiv Holdings, LLC"
4886.T,JP,JPY,2992.0,5.13,47.05,27.81,37.25,42.22,32.93,2992.0,1906.2,0.0,69.5,0.93,2897.6,2851.7,2724.45,2484.02,2273.46,85,4886.T
DELL,US,USD,216.08999633789062,1.86,70.35,23.28,86.97,41.16,131.19,216.09,90.39,0.0,74.5,0.64,211.77,199.72,186.59,160.15,138.7,85,DELL
LRCX,US,USD,267.7799987792969,3.57,44.87,26.54,20.29,82.01,277.68,272.41,70.38,-1.7,73.0,1.34,262.68,264.69,246.31,235.17,170.08,83,LRCX
MCHP,US,USD,89.44000244140625,-1.32,38.35,39.31,20.29,39.47,96.45,90.64,44.59,-1.32,95.1,1.23,84.78,80.21,73.4,71.22,66.92,83,MCHP
STLD,US,USD,226.7899932861328,0.77,29.21,30.43,31.26,51.38,80.51,227.46,120.2,-0.29,93.5,0.9,221.77,208.98,194.82,187.87,160.37,83,STLD
6996.T,JP,JPY,2323.0,9.58,41.56,26.04,34.73,56.8,109.38,2323.0,1097.72,0.0,84.7,2.49,2192.0,2143.4,1999.5,1975.87,1579.45,83,6996.T
6779.T,JP,JPY,1815.0,-2.21,81.64,42.46,78.29,56.42,153.87,2032.0,674.08,-10.68,69.9,1.18,1936.8,1790.0,1544.35,1363.82,1047.11,83,6779.T
AVGO,US,USD,422.760009765625,0.67,21.87,36.63,30.41,23.28,121.61,422.76,189.63,0.0,92.5,0.98,413.43,402.94,364.33,341.0,335.6,83,AVGO
6866.T,JP,JPY,10460.0,1.26,73.18,39.1,54.96,76.31,89.82,10820.0,5194.98,-3.33,84.0,0.62,10522.0,9704.0,8612.0,7909.4,6418.15,82,6866.T
COHR,US,USD,336.0899963378906,-0.47,72.95,38.14,69.95,176.57,421.15,350.47,64.32,-4.1,82.0,0.93,343.11,331.81,295.36,269.21,172.96,82,COHR
6941.T,JP,JPY,10450.0,2.05,79.85,28.96,70.57,177.2,459.07,10860.0,1869.18,-3.78,76.5,0.69,10470.0,10272.0,9268.0,8828.1,5500.67,82,6941.T
6768.T,JP,JPY,784.0,3.43,29.5,22.69,25.6,52.36,78.17,784.0,425.37,0.0,87.0,2.3,758.2,747.3,695.0,686.17,577.19,81,6768.T
6740.T,JP,JPY,101.0,6.32,405.0,31.17,339.13,461.11,494.12,133.0,15.0,-24.06,60.5,0.56,104.6,100.6,93.1,69.84,32.42,80,6740.T
JBHT,US,USD,248.58999633789062,-2.02,26.58,20.57,21.44,49.78,93.73,253.71,128.32,-2.02,75.4,0.66,250.4,241.68,228.97,221.1,180.71,80,JBHT
2737.T,JP,JPY,14620.0,19.06,13.35,22.14,4.58,108.17,206.51,14620.0,4769.82,0.0,72.5,9.15,12728.0,12286.0,12228.0,12273.56,9503.44,80,2737.T
WST,US,USD,306.1600036621094,-1.14,10.87,23.39,26.94,-0.18,43.2,309.7,204.84,-1.14,78.9,1.07,288.6,278.09,266.24,252.85,257.18,80,WST
ON,US,USD,98.4000015258789,0.63,73.54,61.66,60.97,90.03,148.3,98.4,38.41,0.0,50.0,1.3,91.53,83.61,73.46,67.72,57.19,80,ON
4061.T,JP,JPY,4084.0,8.33,50.74,15.24,33.77,81.61,120.03,4084.0,1811.23,0.0,62.3,2.45,3753.8,3749.0,3742.05,3477.12,2665.26,80,4061.T
5659.T,JP,JPY,1529.0,-0.39,29.77,23.71,25.09,38.16,33.05,1535.0,1004.32,-0.39,72.3,0.68,1493.8,1469.3,1415.35,1321.29,1162.48,80,5659.T
Q,US,USD,144.47999572753906,3.1,70.13,28.11,49.44,0.0,51.82,144.48,73.44,0.0,82.4,1.09,139.36,136.4,128.05,120.13,0.0,79,Q
4004.T,JP,JPY,13770.0,0.15,103.97,28.03,66.93,134.32,452.29,14455.0,2493.27,-4.74,65.1,1.36,13561.0,13313.0,12439.85,11690.84,7027.59,79,4004.T
8141.T,JP,JPY,1517.0,-1.43,41.13,25.11,42.57,48.08,72.11,1577.0,876.49,-3.8,72.1,0.65,1544.4,1489.9,1404.85,1214.45,1056.56,79,8141.T
6703.T,JP,JPY,3385.0,-1.46,69.56,29.5,62.8,96.44,280.81,3500.0,888.9,-3.29,67.7,0.85,3444.0,3299.5,3091.5,2915.24,2043.85,79,6703.T
BKR,US,USD,68.94000244140625,6.9,46.8,10.55,22.93,42.21,92.97,68.94,34.7,0.0,73.1,1.82,63.08,61.99,61.85,61.34,50.76,78,BKR
6754.T,JP,JPY,3594.0,0.62,58.21,28.72,53.31,93.57,193.48,3662.0,1224.61,-1.86,83.4,1.01,3585.8,3491.2,3268.4,2978.71,2251.74,78,6754.T
JBL,US,USD,341.6499938964844,0.92,42.17,29.34,41.33,65.51,132.9,341.65,146.14,0.0,98.7,0.86,336.11,322.86,298.17,275.44,233.96,78,JBL
KEYS,US,USD,346.9599914550781,0.12,67.95,23.44,61.86,106.06,140.93,346.96,143.94,0.0,90.7,0.72,341.38,335.8,316.45,293.72,211.67,78,KEYS
6134.T,JP,JPY,5873.0,2.78,58.72,18.26,46.0,109.2,189.04,6042.33,2031.88,-2.8,73.1,0.74,5848.8,5780.2,5395.9,5387.67,3657.09,78,6134.T
3436.T,JP,JPY,2242.0,3.65,54.73,21.16,34.57,31.65,136.98,2327.5,924.24,-3.67,72.2,0.79,2196.4,2197.1,1999.95,1796.87,1489.82,77,3436.T
6871.T,JP,JPY,12540.0,4.24,62.02,25.9,39.18,69.84,323.76,13100.0,2949.38,-4.27,66.7,0.78,12372.0,12459.0,11586.0,11401.6,7680.66,77,6871.T
6490.T,JP,JPY,8610.0,2.5,77.97,16.19,41.28,70.65,157.58,9350.0,3342.66,-7.91,64.9,2.11,8642.0,8888.0,8262.5,7934.82,5417.04,77,6490.T
6875.T,JP,JPY,10320.0,5.31,31.8,26.47,19.78,34.3,143.67,10320.0,4235.24,0.0,82.5,1.78,9808.0,9332.0,8895.5,8707.83,7395.23,76,6875.T
3445.T,JP,JPY,5000.0,2.88,29.53,29.03,28.21,38.62,101.18,5000.0,2485.37,0.0,86.6,1.26,4765.0,4603.5,4204.75,4065.9,3684.73,76,3445.T
AMAT,US,USD,417.0400085449219,3.25,55.3,23.18,30.71,83.12,177.64,417.04,147.64,0.0,84.2,1.12,402.08,398.29,378.86,366.0,264.03,76,AMAT
6962.T,JP,JPY,755.0,1.21,32.01,23.37,28.93,31.34,57.22,793.0,459.22,-4.79,76.0,1.03,759.4,716.9,665.75,645.25,581.21,74,6962.T
9984.T,JP,JPY,5963.0,2.16,29.39,51.33,39.71,-4.4,240.64,6819.23,1750.51,-12.56,90.0,1.29,5475.0,4902.4,4291.8,4090.51,4232.28,74,9984.T
6407.T,JP,JPY,5520.0,0.55,75.28,28.52,37.58,73.63,183.92,5780.0,1944.2,-4.5,66.3,0.43,5618.0,5638.0,5232.5,4997.33,3453.87,74,6407.T
3608.T,JP,JPY,1400.0,-0.43,35.91,29.87,33.9,48.58,36.17,1505.0,915.2,-6.98,75.1,0.71,1445.6,1432.3,1263.55,1156.69,1053.41,74,3608.T
3105.T,JP,JPY,1914.5,1.7,45.59,25.5,35.88,66.99,139.33,1975.5,799.95,-3.09,79.3,1.15,1932.8,1829.0,1689.17,1644.11,1298.61,74,3105.T
7995.T,JP,JPY,5740.0,5.9,43.77,19.71,28.83,60.38,102.92,5740.0,2799.72,0.0,85.3,2.21,5544.0,5521.0,5239.0,4977.92,4043.08,73,7995.T
NUE,US,USD,214.2899932861328,0.63,26.93,29.52,21.03,55.84,87.99,214.29,106.87,0.0,96.4,0.73,210.36,200.88,187.31,177.76,157.72,73,NUE
6136.T,JP,JPY,3147.0,1.98,37.15,23.9,21.53,42.48,101.25,3147.0,1538.81,0.0,91.1,1.23,3073.6,2995.25,2812.4,2746.51,2301.67,73,6136.T
5727.T,JP,JPY,3235.0,-0.92,141.19,26.56,80.96,121.75,236.46,3595.0,961.48,-10.01,70.5,0.38,3317.0,3372.5,3030.0,2686.45,1791.14,73,5727.T
6762.T,JP,JPY,2689.5,1.03,20.56,28.53,35.63,14.02,91.4,2700.5,1405.19,-0.41,82.3,1.01,2634.0,2511.15,2296.72,2234.22,2132.3,73,6762.T
ADI,US,USD,399.57000732421875,-1.07,46.42,27.49,31.84,65.33,108.47,403.88,189.77,-1.07,86.4,1.38,388.24,371.3,349.15,337.54,276.06,73,ADI
5016.T,JP,JPY,4625.0,-0.6,130.28,26.5,75.13,141.89,470.56,5156.0,740.25,-10.3,71.3,0.56,4754.0,4830.9,4337.25,3994.26,2258.31,73,5016.T
8358.T,JP,JPY,2253.0,3.35,32.01,10.12,14.84,50.31,83.43,2320.0,1190.18,-2.89,62.6,2.12,2243.4,2265.4,2190.2,2068.18,1696.79,73,8358.T
6503.T,JP,JPY,5999.0,2.01,25.95,13.08,21.48,52.54,138.38,6088.0,2516.57,-1.46,72.4,0.77,5986.2,5918.9,5638.8,5582.43,4430.95,73,6503.T
AMZN,US,USD,263.989990234375,3.49,16.55,27.2,10.72,19.4,39.68,263.99,184.42,0.0,94.6,1.15,254.52,251.03,232.95,218.64,226.4,71,AMZN
6323.T,JP,JPY,3638.0,3.29,51.08,35.72,2.61,63.95,153.72,4058.0,1418.46,-10.35,70.3,0.48,3610.0,3744.0,3337.85,3187.36,2463.01,71,6323.T
NVDA,US,USD,208.27000427246094,4.32,10.29,21.62,11.7,14.35,87.66,208.27,108.7,0.0,86.7,1.41,202.47,199.71,188.38,185.02,182.83,71,NVDA
5208.T,JP,JPY,2641.0,2.84,57.34,11.25,48.02,66.05,119.04,2641.0,1205.71,0.0,83.3,1.19,2567.8,2541.0,2455.05,2441.34,1804.16,71,5208.T
ODFL,US,USD,219.97999572753906,-1.26,38.38,17.05,26.61,62.46,50.96,224.42,125.86,-1.98,66.8,0.82,222.11,216.51,208.14,198.9,164.27,70,ODFL
CSX,US,USD,45.40999984741211,-1.67,25.61,14.82,21.59,28.7,65.59,46.18,27.42,-1.67,74.7,1.34,44.37,43.48,42.39,41.4,36.78,70,CSX
7729.T,JP,JPY,17430.0,3.14,52.3,23.8,29.22,71.22,124.07,18092.36,7734.52,-3.66,80.3,1.11,16790.0,16559.5,15446.0,15566.58,11604.68,70,7729.T
FDX,US,USD,387.9800109863281,-1.2,32.89,10.99,27.94,64.4,87.47,394.59,205.29,-1.68,67.4,0.45,390.99,383.52,371.92,369.66,286.66,70,FDX
HPE,US,USD,28.15999984741211,0.82,17.26,12.33,32.62,22.95,77.79,28.76,15.82,-2.09,78.1,0.63,28.23,26.74,25.51,23.24,22.71,70,HPE
4063.T,JP,JPY,6768.0,1.56,38.09,11.19,21.24,40.04,75.97,6910.0,3846.21,-2.05,62.4,0.6,6716.0,6756.3,6601.75,6253.74,5113.78,70,4063.T
URI,US,USD,974.4099731445312,-1.25,15.57,31.28,7.18,7.04,55.15,1015.58,623.68,-4.05,87.5,1.58,876.49,827.19,784.08,798.27,860.42,70,URI
TGT,US,USD,129.25999450683594,-0.7,29.91,10.48,25.6,40.29,39.97,132.1,82.84,-2.15,61.6,0.64,130.46,126.43,123.79,119.43,101.49,70,TGT
CASY,US,USD,799.5499877929688,1.23,43.87,12.33,29.68,50.35,79.49,799.55,429.51,0.0,71.1,0.43,784.51,762.88,750.06,705.75,590.33,70,CASY
7826.T,JP,JPY,7420.0,1.92,108.13,16.48,87.85,155.33,214.16,7910.0,2254.0,-6.19,71.5,0.88,7332.0,7393.0,6883.0,6971.2,4028.45,69,7826.T
6278.T,JP,JPY,16920.0,0.71,95.38,18.32,65.23,144.09,391.03,17580.0,3445.8,-3.75,62.8,1.0,16678.0,16728.0,15643.0,15006.8,9714.69,69,6278.T
6258.T,JP,JPY,3020.0,0.17,28.36,22.76,16.36,52.47,121.89,3135.0,1361.04,-3.67,76.5,0.57,3071.0,3040.0,2767.9,2707.42,2255.41,69,6258.T
3864.T,JP,JPY,959.0,0.84,49.14,19.13,43.87,44.72,30.42,990.0,576.26,-3.13,76.7,1.11,963.8,959.0,909.6,844.33,696.49,69,3864.T
6101.T,JP,JPY,4120.0,-1.32,44.9,22.95,32.5,54.94,140.57,4645.0,1678.63,-11.3,65.5,0.99,4344.0,4335.0,3947.0,3775.68,2816.61,68,6101.T
CMI,US,USD,660.75,0.58,27.0,24.67,16.32,59.39,129.5,660.75,287.81,0.0,88.2,0.54,646.5,630.39,595.46,577.26,484.29,68,CMI
STT,US,USD,150.74000549316406,-0.34,17.57,20.76,18.93,33.27,77.34,153.57,85.0,-1.84,86.8,0.49,151.63,147.16,138.71,130.26,120.37,68,STT
DLR,US,USD,200.0,0.0,29.89,14.45,24.63,15.73,28.74,203.91,146.93,-1.92,84.6,2.1,201.21,199.2,190.6,182.75,168.68,68,DLR
5214.T,JP,JPY,7991.0,-0.2,28.47,28.53,19.23,63.83,153.96,8007.0,3146.61,-0.2,89.2,1.1,7868.4,7627.6,7074.3,6623.84,5500.66,68,5214.T
9880.T,JP,JPY,2749.0,4.41,33.37,10.98,28.04,72.45,144.97,2895.0,1122.19,-5.04,63.1,0.9,2709.2,2738.8,2619.3,2607.1,1936.41,67,9880.T
6143.T,JP,JPY,1465.0,3.61,52.13,13.92,32.22,63.56,107.3,1541.0,706.71,-4.93,71.4,0.72,1437.0,1454.9,1383.95,1387.36,1046.69,67,6143.T
3433.T,JP,JPY,3035.0,2.4,37.91,18.23,21.89,38.53,94.3,3105.08,1562.05,-2.26,86.0,1.12,2968.4,2926.1,2790.7,2794.13,2304.7,66,3433.T
PFG,US,USD,99.33999633789062,2.41,12.09,11.69,7.78,27.37,40.46,99.34,70.72,0.0,75.2,1.65,97.14,95.82,93.21,91.41,84.87,66,PFG
4182.T,JP,JPY,4417.0,3.59,56.45,15.15,42.73,56.29,112.28,4920.86,2012.41,-10.24,77.0,1.03,4313.0,4254.9,4076.3,4153.04,3061.96,66,4182.T
6798.T,JP,JPY,3400.0,2.1,31.05,14.09,23.33,50.83,55.14,3501.25,2033.71,-2.89,81.7,1.03,3333.0,3285.0,3147.55,3140.31,2566.33,66,6798.T
7004.T,JP,JPY,1202.0,0.33,28.44,19.01,18.67,14.05,39.02,1224.0,864.6,-1.8,62.8,0.95,1200.8,1201.5,1156.8,1068.76,1011.26,65,7004.T
BK,US,USD,134.0500030517578,-1.01,15.04,14.92,12.63,26.84,72.95,137.92,77.51,-2.81,75.8,0.7,135.73,134.02,128.2,121.56,112.07,65,BK
FTV,US,USD,61.09000015258789,-0.03,10.41,11.46,11.7,23.39,18.16,61.85,46.39,-1.23,73.3,0.9,61.01,60.41,58.52,57.37,52.83,65,FTV
3994.T,JP,JPY,4921.0,0.49,5.31,37.38,18.84,-4.45,16.34,6680.0,2763.5,-26.33,65.7,0.93,5269.8,4852.1,4260.3,3662.69,4711.79,65,3994.T
UNP,US,USD,268.70001220703125,-0.94,16.47,12.34,16.98,23.47,28.95,271.26,207.71,-0.94,76.8,0.94,258.56,254.64,249.86,251.84,232.26,65,UNP
PSA,US,USD,308.2900085449219,-0.81,20.5,15.03,11.72,2.8,10.46,312.17,255.84,-1.24,73.3,0.98,308.88,305.54,292.62,292.55,280.46,65,PSA
6925.T,JP,JPY,3220.0,2.48,27.64,12.75,15.59,38.7,96.89,3323.0,1635.42,-3.1,61.8,1.52,3185.2,3222.5,3141.18,2996.25,2454.29,65,6925.T
GL,US,USD,152.55999755859375,-0.92,10.69,10.17,10.75,12.91,25.13,153.97,116.72,-0.92,75.7,1.04,151.96,150.62,146.34,143.44,138.19,65,GL
HUBB,US,USD,553.0700073242188,-0.86,19.77,14.82,13.92,28.42,55.61,557.85,338.92,-0.86,74.2,0.85,551.2,542.56,523.02,507.74,458.52,65,HUBB
6971.T,JP,JPY,2710.0,0.46,22.7,12.49,17.26,33.31,66.79,2776.5,1561.21,-2.4,71.6,0.88,2735.3,2682.75,2587.2,2571.11,2154.68,65,6971.T
6432.T,JP,JPY,7200.0,2.71,8.4,12.15,13.9,22.57,70.59,7500.0,4220.71,-4.0,69.5,1.69,6826.0,6814.0,6641.0,6734.95,6025.86,65,6432.T
HLT,US,USD,335.6300048828125,0.4,14.61,11.25,13.01,25.54,53.16,342.89,219.14,-2.12,73.3,1.01,337.34,334.56,321.25,311.68,285.41,65,HLT
6383.T,JP,JPY,6401.0,0.93,27.74,11.23,15.83,31.86,83.62,6578.0,3471.32,-2.69,64.9,0.7,6392.8,6421.5,6169.1,6043.14,5045.2,65,6383.T
3863.T,JP,JPY,1432.0,0.99,23.15,13.38,21.09,23.47,28.58,1484.0,986.26,-3.5,73.4,0.91,1453.2,1411.5,1350.35,1285.72,1177.18,64,3863.T
6617.T,JP,JPY,5740.0,1.77,44.99,15.45,29.48,82.32,181.76,6100.0,2037.2,-5.9,61.0,0.87,5644.0,5798.0,5543.5,5364.98,3843.74,64,6617.T
4186.T,JP,JPY,9069.0,1.98,51.02,13.59,37.2,83.53,209.36,9659.0,2931.57,-6.11,66.1,1.1,9102.8,9192.1,8603.15,8606.76,6129.38,64,4186.T
8336.T,JP,JPY,2333.0,-0.26,46.04,13.99,29.41,78.91,140.44,2433.0,945.13,-4.11,61.7,0.75,2340.4,2375.7,2306.7,2113.72,1557.38,64,8336.T
SBAC,US,USD,219.47000122070312,-0.06,14.8,32.08,17.74,13.3,1.03,238.08,165.15,-7.82,55.6,0.4,216.89,218.19,207.28,196.59,197.57,64,SBAC
6266.T,JP,JPY,2708.0,1.04,30.82,20.04,-3.63,13.06,65.48,2933.0,1636.42,-7.67,74.7,0.75,2745.6,2715.8,2518.2,2472.96,2301.01,64,6266.T
6113.T,JP,JPY,2529.0,0.94,36.16,12.63,26.24,39.15,86.99,2624.27,1352.49,-3.63,78.2,0.92,2498.3,2486.5,2381.38,2379.19,1946.98,64,6113.T
7380.T,JP,JPY,1999.0,-0.3,48.8,15.42,26.94,93.95,137.79,2125.0,827.02,-5.93,61.9,0.81,2011.2,2060.3,1983.9,1832.43,1303.2,64,7380.T
6507.T,JP,JPY,13380.0,1.52,37.69,17.78,25.55,25.66,133.13,14000.0,5739.37,-4.43,67.3,0.43,13374.0,13417.0,12707.0,12194.48,10072.72,64,6507.T
IRM,US,USD,116.02999877929688,-0.08,40.53,15.79,24.65,13.73,36.91,120.53,78.22,-3.73,77.0,0.93,117.55,116.3,109.97,107.76,96.25,64,IRM
GNRC,US,USD,220.92999267578125,1.17,56.58,11.58,32.21,16.87,95.7,236.58,112.67,-6.62,70.9,0.83,216.82,212.51,204.87,211.35,179.38,64,GNRC
6481.T,JP,JPY,5449.0,0.06,34.61,13.45,24.58,27.77,68.92,5718.0,3190.09,-4.7,68.0,0.62,5561.0,5596.7,5311.35,5121.96,4309.98,64,6481.T
TT,US,USD,486.4200134277344,0.18,22.51,19.48,23.7,17.25,40.75,486.42,345.59,0.0,82.8,0.63,481.1,474.79,453.6,446.05,423.75,63,TT
GOOGL,US,USD,344.3999938964844,1.63,9.36,22.6,3.42,36.27,113.38,344.4,150.86,0.0,82.3,1.02,338.46,336.14,317.42,309.49,276.28,63,GOOGL
NXPI,US,USD,244.0399932861328,1.19,10.86,23.93,6.17,11.63,28.49,248.46,178.44,-1.78,93.1,1.19,231.36,221.38,209.32,211.09,217.54,63,NXPI
GOOG,US,USD,342.32000732421875,1.35,8.64,21.93,2.69,35.1,109.65,344.66,152.27,-0.68,83.2,1.06,336.73,334.01,315.58,308.5,276.52,63,GOOG
CVNA,US,USD,409.0799865722656,1.5,2.21,35.74,-13.64,19.61,72.5,478.45,237.15,-14.5,77.2,0.51,406.36,388.61,352.92,333.1,366.88,63,CVNA
PWR,US,USD,624.8400268554688,-1.36,42.14,14.54,32.75,46.28,117.67,633.44,287.06,-1.36,83.7,0.66,616.58,605.43,583.05,567.9,460.64,63,PWR
